model_id	author	last_modified	downloads	likes	tags	model_type	library_name	pipeline_tag	description	Hugging Face Link	Study Name	Abbreviation	Search Term
diana9m/marian-finetuned-kde4-en-to-fr			55	0	transformers, pytorch, tensorboard, safetensors, marian, text2text-generation, translation, generated_from_trainer, dataset:kde4, base_model:Helsinki-NLP/opus-mt-en-fr, base_model:finetune:Helsinki-NLP/opus-mt-en-fr, license:apache-2.0, model-index, autotrain_compatible, endpoints_compatible, region:us		transformers	translation		https://huggingface.co/diana9m/marian-finetuned-kde4-en-to-fr	Dominantly Inherited Alzheimer Network	DIAN	"""DIAN"""
dianamihalache27/bertuncased_3epoch5			55	0	transformers, tensorboard, safetensors, bert, text-classification, generated_from_trainer, base_model:google-bert/bert-base-uncased, base_model:finetune:google-bert/bert-base-uncased, license:apache-2.0, autotrain_compatible, endpoints_compatible, region:us		transformers	text-classification		https://huggingface.co/dianamihalache27/bertuncased_3epoch5	Dominantly Inherited Alzheimer Network	DIAN	"""DIAN"""
mradermacher/DianJin-R1-7B-GGUF			55	0	transformers, gguf, en, base_model:DianJin/DianJin-R1-7B, base_model:quantized:DianJin/DianJin-R1-7B, license:mit, endpoints_compatible, region:us, conversational		transformers			https://huggingface.co/mradermacher/DianJin-R1-7B-GGUF	Dominantly Inherited Alzheimer Network	DIAN	"""DIAN"""
Trace2333/dian_r64_ep7			53	0	peft, safetensors, arxiv:1910.09700, base_model:FlagAlpha/Llama2-Chinese-7b-Chat, base_model:adapter:FlagAlpha/Llama2-Chinese-7b-Chat, region:us		peft			https://huggingface.co/Trace2333/dian_r64_ep7	Dominantly Inherited Alzheimer Network	DIAN	"""DIAN"""
DianJin/DianJin-R1-7B			53	1	safetensors, qwen2, license:mit, region:us					https://huggingface.co/DianJin/DianJin-R1-7B	Dominantly Inherited Alzheimer Network	DIAN	"""DIAN"""
mradermacher/Diana-7B-GGUF			52	1	transformers, gguf, mergekit, merge, not-for-all-audiences, en, license:cc, endpoints_compatible, region:us, conversational		transformers			https://huggingface.co/mradermacher/Diana-7B-GGUF	Dominantly Inherited Alzheimer Network	DIAN	"""DIAN"""
dianamihalache27/twitter-roberta-base_3epoch10.32			51	0	transformers, tensorboard, safetensors, roberta, text-classification, generated_from_trainer, base_model:cardiffnlp/twitter-roberta-base-irony, base_model:finetune:cardiffnlp/twitter-roberta-base-irony, autotrain_compatible, endpoints_compatible, region:us		transformers	text-classification		https://huggingface.co/dianamihalache27/twitter-roberta-base_3epoch10.32	Dominantly Inherited Alzheimer Network	DIAN	"""DIAN"""
dianamihalache27/twitter-roberta-base_3epoch10.8			51	0	transformers, tensorboard, safetensors, roberta, text-classification, generated_from_trainer, base_model:cardiffnlp/twitter-roberta-base-irony, base_model:finetune:cardiffnlp/twitter-roberta-base-irony, autotrain_compatible, endpoints_compatible, region:us		transformers	text-classification		https://huggingface.co/dianamihalache27/twitter-roberta-base_3epoch10.8	Dominantly Inherited Alzheimer Network	DIAN	"""DIAN"""
DianaTurmakhan/XLMRobertaTask2			49	0	transformers, pytorch, xlm-roberta, text-classification, autotrain_compatible, endpoints_compatible, region:us		transformers	text-classification		https://huggingface.co/DianaTurmakhan/XLMRobertaTask2	Dominantly Inherited Alzheimer Network	DIAN	"""DIAN"""
dian03/t5_classification_muchad-idt5-base			47	0	safetensors, t5, region:us					https://huggingface.co/dian03/t5_classification_muchad-idt5-base	Dominantly Inherited Alzheimer Network	DIAN	"""DIAN"""
dian03/mt5_text_generation_LazarusNLP-indo-t5-base-v2			45	0	safetensors, t5, region:us					https://huggingface.co/dian03/mt5_text_generation_LazarusNLP-indo-t5-base-v2	Dominantly Inherited Alzheimer Network	DIAN	"""DIAN"""
DianaIulia/code_search_codebert_base_3_random_trimmed_with_g_and_spaces			44	0	transformers, tensorboard, safetensors, roberta, token-classification, autotrain_compatible, endpoints_compatible, region:us		transformers	token-classification		https://huggingface.co/DianaIulia/code_search_codebert_base_3_random_trimmed_with_g_and_spaces	Dominantly Inherited Alzheimer Network	DIAN	"""DIAN"""
DianaIulia/code_search_codebert_base_5			43	0	transformers, tensorboard, safetensors, roberta, token-classification, autotrain_compatible, endpoints_compatible, region:us		transformers	token-classification		https://huggingface.co/DianaIulia/code_search_codebert_base_5	Dominantly Inherited Alzheimer Network	DIAN	"""DIAN"""
LLyq/ms_detr_finetuned_diana			41	0	transformers, tensorboard, safetensors, conditional_detr, object-detection, generated_from_trainer, dataset:imagefolder, base_model:microsoft/conditional-detr-resnet-50, base_model:finetune:microsoft/conditional-detr-resnet-50, license:apache-2.0, endpoints_compatible, region:us		transformers	object-detection		https://huggingface.co/LLyq/ms_detr_finetuned_diana	Dominantly Inherited Alzheimer Network	DIAN	"""DIAN"""
dianamihalache27/bertuncased_3epoch7			41	0	transformers, tensorboard, safetensors, bert, text-classification, generated_from_trainer, base_model:google-bert/bert-base-uncased, base_model:finetune:google-bert/bert-base-uncased, license:apache-2.0, autotrain_compatible, endpoints_compatible, region:us		transformers	text-classification		https://huggingface.co/dianamihalache27/bertuncased_3epoch7	Dominantly Inherited Alzheimer Network	DIAN	"""DIAN"""
nykytiuk-diana/bart_new_repo_sum			41	0	transformers, pytorch, bart, text2text-generation, autotrain_compatible, endpoints_compatible, region:us		transformers	text2text-generation		https://huggingface.co/nykytiuk-diana/bart_new_repo_sum	Dominantly Inherited Alzheimer Network	DIAN	"""DIAN"""
dianamihalache27/results4.2			38	0	transformers, safetensors, bert, text-classification, generated_from_trainer, base_model:jkhan447/sarcasm-detection-Bert-base-uncased, base_model:finetune:jkhan447/sarcasm-detection-Bert-base-uncased, license:apache-2.0, autotrain_compatible, endpoints_compatible, region:us		transformers	text-classification		https://huggingface.co/dianamihalache27/results4.2	Dominantly Inherited Alzheimer Network	DIAN	"""DIAN"""
DianaIulia/code_search_codebert_base			37	0	transformers, safetensors, roberta, token-classification, autotrain_compatible, endpoints_compatible, region:us		transformers	token-classification		https://huggingface.co/DianaIulia/code_search_codebert_base	Dominantly Inherited Alzheimer Network	DIAN	"""DIAN"""
dianamihalache27/twitter-roberta-base_3epoch5			37	0	transformers, tensorboard, safetensors, roberta, text-classification, generated_from_trainer, base_model:cardiffnlp/twitter-roberta-base-irony, base_model:finetune:cardiffnlp/twitter-roberta-base-irony, autotrain_compatible, endpoints_compatible, region:us		transformers	text-classification		https://huggingface.co/dianamihalache27/twitter-roberta-base_3epoch5	Dominantly Inherited Alzheimer Network	DIAN	"""DIAN"""
DianaKylymnyk/videomae-base-finetuned-ucf101-subset			37	0	transformers, safetensors, videomae, video-classification, generated_from_trainer, base_model:MCG-NJU/videomae-base, base_model:finetune:MCG-NJU/videomae-base, license:cc-by-nc-4.0, endpoints_compatible, region:us		transformers	video-classification		https://huggingface.co/DianaKylymnyk/videomae-base-finetuned-ucf101-subset	Dominantly Inherited Alzheimer Network	DIAN	"""DIAN"""
DianLiI/dummy-ckpt-hf			37	0	safetensors, genbio, custom_code, region:us					https://huggingface.co/DianLiI/dummy-ckpt-hf	Dominantly Inherited Alzheimer Network	DIAN	"""DIAN"""
LLyq/fb_detr_finetuned_diana			36	0	transformers, tensorboard, safetensors, detr, object-detection, generated_from_trainer, dataset:imagefolder, base_model:facebook/detr-resnet-50, base_model:finetune:facebook/detr-resnet-50, license:apache-2.0, endpoints_compatible, region:us		transformers	object-detection		https://huggingface.co/LLyq/fb_detr_finetuned_diana	Dominantly Inherited Alzheimer Network	DIAN	"""DIAN"""
DianoAI/Diano-Small			36	1	transformers, safetensors, t5, text2text-generation, text-generation, conversational, portuguese, space-ready, space-compatible, pt, dataset:conversational_pt, base_model:rhaymison/t5-portuguese-small-summarization, base_model:finetune:rhaymison/t5-portuguese-small-summarization, license:mit, autotrain_compatible, text-generation-inference, endpoints_compatible, region:us		transformers	text2text-generation		https://huggingface.co/DianoAI/Diano-Small	Dominantly Inherited Alzheimer Network	DIAN	"""DIAN"""
DianaJin/sampleremote			35	0	transformers, tensorboard, safetensors, whisper, automatic-speech-recognition, endpoints_compatible, region:us		transformers	automatic-speech-recognition		https://huggingface.co/DianaJin/sampleremote	Dominantly Inherited Alzheimer Network	DIAN	"""DIAN"""
DianaIulia/code_search_codebert_base_5_random_trimmed_with_flow			33	0	tensorboard, safetensors, roberta, region:us					https://huggingface.co/DianaIulia/code_search_codebert_base_5_random_trimmed_with_flow	Dominantly Inherited Alzheimer Network	DIAN	"""DIAN"""
dianamihalache27/roberta-base_3epoch7			32	0	transformers, tensorboard, safetensors, roberta, text-classification, generated_from_trainer, base_model:FacebookAI/roberta-base, base_model:finetune:FacebookAI/roberta-base, license:mit, autotrain_compatible, endpoints_compatible, region:us		transformers	text-classification		https://huggingface.co/dianamihalache27/roberta-base_3epoch7	Dominantly Inherited Alzheimer Network	DIAN	"""DIAN"""
dianamihalache27/twitter-roberta-base_3epoch10			30	0	transformers, tensorboard, safetensors, roberta, text-classification, generated_from_trainer, base_model:cardiffnlp/twitter-roberta-base-irony, base_model:finetune:cardiffnlp/twitter-roberta-base-irony, autotrain_compatible, endpoints_compatible, region:us		transformers	text-classification		https://huggingface.co/dianamihalache27/twitter-roberta-base_3epoch10	Dominantly Inherited Alzheimer Network	DIAN	"""DIAN"""
dianaciocaianu/articles-relevancy-llama-2-7b			29	0	transformers, pytorch, llama, text-generation, autotrain_compatible, text-generation-inference, endpoints_compatible, region:us		transformers	text-generation		https://huggingface.co/dianaciocaianu/articles-relevancy-llama-2-7b	Dominantly Inherited Alzheimer Network	DIAN	"""DIAN"""
DianeChiang/my_awesome_qa_model			28	0	transformers, tensorboard, safetensors, distilbert, question-answering, endpoints_compatible, region:us		transformers	question-answering		https://huggingface.co/DianeChiang/my_awesome_qa_model	Dominantly Inherited Alzheimer Network	DIAN	"""DIAN"""
dianamihalache27/results4			27	0	transformers, safetensors, bert, text-classification, generated_from_trainer, base_model:jkhan447/sarcasm-detection-Bert-base-uncased-POS, base_model:finetune:jkhan447/sarcasm-detection-Bert-base-uncased-POS, license:apache-2.0, autotrain_compatible, endpoints_compatible, region:us		transformers	text-classification		https://huggingface.co/dianamihalache27/results4	Dominantly Inherited Alzheimer Network	DIAN	"""DIAN"""
Keltezaa/diane-franklin			26	0	diffusers, text-to-image, lora, template:diffusion-lora, base_model:black-forest-labs/FLUX.1-dev, base_model:adapter:black-forest-labs/FLUX.1-dev, license:cc-by-nc-nd-4.0, region:us		diffusers	text-to-image		https://huggingface.co/Keltezaa/diane-franklin	Dominantly Inherited Alzheimer Network	DIAN	"""DIAN"""
kalytm/sdxl_GNPcf4ErPsXPBJQ0			0	0	region:us					https://huggingface.co/kalytm/sdxl_GNPcf4ErPsXPBJQ0	Global Neurodegenerative Diseases Proteomics Consortium	GNPC	"""GNPC"""
hbseong/HarmAug-Guard			657	38	transformers, safetensors, deberta-v2, text-classification, deberta-v3, deberta, arxiv:2410.01524, base_model:microsoft/deberta-v3-large, base_model:finetune:microsoft/deberta-v3-large, license:apache-2.0, autotrain_compatible, endpoints_compatible, region:us		transformers	text-classification		https://huggingface.co/hbseong/HarmAug-Guard	Harvard Biomarker Study	HBS	"""HBS"""
Joao-Cavalcante/HBS-assignment_distilroberta-base_finetuned			24	0	transformers, safetensors, roberta, text-classification, cross-encoder, arxiv:1910.09700, autotrain_compatible, endpoints_compatible, region:us		transformers	text-classification		https://huggingface.co/Joao-Cavalcante/HBS-assignment_distilroberta-base_finetuned	Harvard Biomarker Study	HBS	"""HBS"""
bitextor/bicleaner-ai-full-en-hbs			18	0	transformers, tf, xlm-roberta, bicleaner-ai, en, hbs, bs, cnr, hr, sr, multilingual, license:gpl-3.0, endpoints_compatible, region:us		transformers			https://huggingface.co/bitextor/bicleaner-ai-full-en-hbs	Harvard Biomarker Study	HBS	"""HBS"""
hbsanaweb/autotrain-xrthk-7hgtq			15	0	tensorboard, safetensors, xlm-roberta, autotrain, text-classification, base_model:cardiffnlp/twitter-xlm-roberta-base-sentiment-multilingual, base_model:finetune:cardiffnlp/twitter-xlm-roberta-base-sentiment-multilingual, region:us			text-classification		https://huggingface.co/hbsanaweb/autotrain-xrthk-7hgtq	Harvard Biomarker Study	HBS	"""HBS"""
HPLT/hplt_bert_base_hbs			11	0	transformers, pytorch, fill-mask, BERT, HPLT, encoder, custom_code, hbs, dataset:HPLT/hplt_monolingual_v1_2, license:apache-2.0, autotrain_compatible, region:us		transformers	fill-mask		https://huggingface.co/HPLT/hplt_bert_base_hbs	Harvard Biomarker Study	HBS	"""HBS"""
warfeous/hbs69			1	0	license:other, region:us					https://huggingface.co/warfeous/hbs69	Harvard Biomarker Study	HBS	"""HBS"""
hbshih/hkl			0	0	region:us					https://huggingface.co/hbshih/hkl	Harvard Biomarker Study	HBS	"""HBS"""
hbshih/test			0	0	region:us					https://huggingface.co/hbshih/test	Harvard Biomarker Study	HBS	"""HBS"""
hbsim87/Hyungbo			0	0	region:us					https://huggingface.co/hbsim87/Hyungbo	Harvard Biomarker Study	HBS	"""HBS"""
Word2vec/polyglot_words_embeddings_hbs			0	0	word2vec, sh, license:gpl-3.0, region:us					https://huggingface.co/Word2vec/polyglot_words_embeddings_hbs	Harvard Biomarker Study	HBS	"""HBS"""
hbs2/a			0	0	license:unknown, region:us					https://huggingface.co/hbs2/a	Harvard Biomarker Study	HBS	"""HBS"""
hbsanaweb/sana-lama			0	0	transformers, safetensors, facebook, meta, pytorch, llama, llama-3, llama-factory, lora, generated_from_trainer, text-generation, conversational, fa, base_model:unsloth/llama-3-8b-Instruct-bnb-4bit, base_model:adapter:unsloth/llama-3-8b-Instruct-bnb-4bit, license:llama3, endpoints_compatible, region:us		transformers	text-generation		https://huggingface.co/hbsanaweb/sana-lama	Harvard Biomarker Study	HBS	"""HBS"""
andreiboyanov/hbs			0	0	license:apache-2.0, region:us					https://huggingface.co/andreiboyanov/hbs	Harvard Biomarker Study	HBS	"""HBS"""
hb-setosys/setosys-flan-t5-large			0	0	transformers, safetensors, t5, text2text-generation, text-generation-inference, question-answering, summarization, en, dataset:abisee/cnn_dailymail, dataset:rajpurkar/squad, base_model:hb-setosys/setosys-flan-t5-large, base_model:finetune:hb-setosys/setosys-flan-t5-large, license:mit, autotrain_compatible, endpoints_compatible, region:us		transformers	summarization		https://huggingface.co/hb-setosys/setosys-flan-t5-large	Harvard Biomarker Study	HBS	"""HBS"""
zifeng-ai/leads-mistral-7b-v1			118	1	safetensors, mistral, arxiv:2501.16255, base_model:mistralai/Mistral-7B-Instruct-v0.3, base_model:finetune:mistralai/Mistral-7B-Instruct-v0.3, license:mit, region:us					https://huggingface.co/zifeng-ai/leads-mistral-7b-v1	Longitudinal Early-onset Alzheimer's Disease Study	LEADS	"""LEADS"""
mradermacher/leads-mistral-7b-v1-i1-GGUF			79	1	transformers, gguf, en, base_model:zifeng-ai/leads-mistral-7b-v1, base_model:quantized:zifeng-ai/leads-mistral-7b-v1, license:mit, endpoints_compatible, region:us, imatrix, conversational		transformers			https://huggingface.co/mradermacher/leads-mistral-7b-v1-i1-GGUF	Longitudinal Early-onset Alzheimer's Disease Study	LEADS	"""LEADS"""
velocity-ai/Fine_tuned_Llama-3.1-8B-swiggy_leads-on-Llama			68	0	transformers, safetensors, llama, text-generation, text-generation-inference, unsloth, trl, sft, conversational, en, license:apache-2.0, autotrain_compatible, endpoints_compatible, region:us		transformers	text-generation		https://huggingface.co/velocity-ai/Fine_tuned_Llama-3.1-8B-swiggy_leads-on-Llama	Longitudinal Early-onset Alzheimer's Disease Study	LEADS	"""LEADS"""
shubham-jj/llama3-real-estate-leads			35	0	peft, safetensors, generated_from_trainer, base_model:meta-llama/Llama-3.1-8B, base_model:adapter:meta-llama/Llama-3.1-8B, license:llama3.1, region:us		peft			https://huggingface.co/shubham-jj/llama3-real-estate-leads	Longitudinal Early-onset Alzheimer's Disease Study	LEADS	"""LEADS"""
mradermacher/leads-mistral-7b-v1-GGUF			12	0	transformers, gguf, en, base_model:zifeng-ai/leads-mistral-7b-v1, base_model:quantized:zifeng-ai/leads-mistral-7b-v1, license:mit, endpoints_compatible, region:us, conversational		transformers			https://huggingface.co/mradermacher/leads-mistral-7b-v1-GGUF	Longitudinal Early-onset Alzheimer's Disease Study	LEADS	"""LEADS"""
RamacharanReddy/llama3-real-estate-leads			9	0	peft, safetensors, generated_from_trainer, base_model:meta-llama/Llama-3.1-8B, base_model:adapter:meta-llama/Llama-3.1-8B, license:llama3.1, region:us		peft			https://huggingface.co/RamacharanReddy/llama3-real-estate-leads	Longitudinal Early-onset Alzheimer's Disease Study	LEADS	"""LEADS"""
leadscalpel/corgy_dog_LoRA			2	1	diffusers, tensorboard, text-to-image, diffusers-training, lora, template:sd-lora, stable-diffusion-xl, stable-diffusion-xl-diffusers, base_model:stabilityai/stable-diffusion-xl-base-1.0, base_model:adapter:stabilityai/stable-diffusion-xl-base-1.0, license:openrail++, region:us		diffusers	text-to-image		https://huggingface.co/leadscalpel/corgy_dog_LoRA	Longitudinal Early-onset Alzheimer's Disease Study	LEADS	"""LEADS"""
jazzamead/Cold_Call_Leads			0	0	region:us					https://huggingface.co/jazzamead/Cold_Call_Leads	Longitudinal Early-onset Alzheimer's Disease Study	LEADS	"""LEADS"""
chaddewet/leadsgpt			0	0	license:mit, region:us					https://huggingface.co/chaddewet/leadsgpt	Longitudinal Early-onset Alzheimer's Disease Study	LEADS	"""LEADS"""
GatlenCulp/LEAD-Stitch-Models			0	0	license:mit, region:us					https://huggingface.co/GatlenCulp/LEAD-Stitch-Models	Longitudinal Early-onset Alzheimer's Disease Study	LEADS	"""LEADS"""
