Study Name	Abbreviation	Diseases Included	Repository Link	Owner	Contributors	Languages	Biomedical Relevance	Code Summary	Data Types	Tooling
The Caerphilly Prospective Study	CaPS	Cardiovascular Disease; Dementia; Aging	https://github.com/ce-r/Capstone-2-ESPNet-Use-Case-BraTS-Brain-Tumor-Segmentation-MRI	ce-r	ce-r	Jupyter Notebook				
The Caerphilly Prospective Study	CaPS	Cardiovascular Disease; Dementia; Aging	https://github.com/IbrahimBagalwa/guess-number-game	IbrahimBagalwa	IbrahimBagalwa	JavaScript				
The Caerphilly Prospective Study	CaPS	Cardiovascular Disease; Dementia; Aging	https://github.com/matt-winzer/capstone-brainstorm	matt-winzer	matt-winzer					
The Caerphilly Prospective Study	CaPS	Cardiovascular Disease; Dementia; Aging	https://github.com/Akashdeep1000/Brain-tumor-segmentation-using-3D-Unet	Akashdeep1000	Akashdeep1000	Python				
The Caerphilly Prospective Study	CaPS	Cardiovascular Disease; Dementia; Aging	https://github.com/satters94/Brainstation-Capstone-Fake-News-Detection	satters94	satters94	Jupyter Notebook				
The Caerphilly Prospective Study	CaPS	Cardiovascular Disease; Dementia; Aging	https://github.com/ReihaneT/capsNet_for_brain_tumor_segmentation	ReihaneT	ReihaneT	Python				
The Caerphilly Prospective Study	CaPS	Cardiovascular Disease; Dementia; Aging	https://github.com/anishk18/BrainStation_CapstoneProject	anishk18	anishk18	Jupyter Notebook				
The Caerphilly Prospective Study	CaPS	Cardiovascular Disease; Dementia; Aging	https://github.com/raishikoh/BrainStation-CapstoneProject	raishikoh	raishikoh	Jupyter Notebook				
The Caerphilly Prospective Study	CaPS	Cardiovascular Disease; Dementia; Aging	https://github.com/Satish-kumar26/Capstone-Project	Satish-kumar26	Satish-kumar26	Jupyter Notebook				
The Caerphilly Prospective Study	CaPS	Cardiovascular Disease; Dementia; Aging	https://github.com/bheaps99/BrainstationCapstone	bheaps99	bheaps99	Jupyter Notebook				
The Caerphilly Prospective Study	CaPS	Cardiovascular Disease; Dementia; Aging	https://github.com/lamyiting/BrainstationCapstone	lamyiting	lamyiting	Jupyter Notebook				
The Caerphilly Prospective Study	CaPS	Cardiovascular Disease; Dementia; Aging	https://github.com/AIMS21/Capstone	AIMS21	AIMS21	Jupyter Notebook				
The Caerphilly Prospective Study	CaPS	Cardiovascular Disease; Dementia; Aging	https://github.com/ZubinKanga/Brain-sensor-data-conversion	ZubinKanga	ZubinKanga	C				
The Caerphilly Prospective Study	CaPS	Cardiovascular Disease; Dementia; Aging	https://github.com/TUBTUB34/Capstone-Pi	TUBTUB34	TUBTUB34	Python				
The Caerphilly Prospective Study	CaPS	Cardiovascular Disease; Dementia; Aging	https://github.com/lcpaulino/BrainStationCapstone	lcpaulino	lcpaulino					
The Caerphilly Prospective Study	CaPS	Cardiovascular Disease; Dementia; Aging	https://github.com/k7wu/BrainStation-Capstone	k7wu	k7wu					
The Caerphilly Prospective Study	CaPS	Cardiovascular Disease; Dementia; Aging	https://github.com/NadiaBuksha/BrainStation_Capstone	NadiaBuksha	NadiaBuksha					
The Caerphilly Prospective Study	CaPS	Cardiovascular Disease; Dementia; Aging	https://github.com/markgao722/BrainStationCapstone	markgao722	markgao722	Python				
The Caerphilly Prospective Study	CaPS	Cardiovascular Disease; Dementia; Aging	https://github.com/tinyautimothyyu/BrainStationCapstone	tinyautimothyyu	tinyautimothyyu	Jupyter Notebook				
The Caerphilly Prospective Study	CaPS	Cardiovascular Disease; Dementia; Aging	https://github.com/ealwaise/BrainStation_Capstone	ealwaise	ealwaise	Jupyter Notebook				
The Caerphilly Prospective Study	CaPS	Cardiovascular Disease; Dementia; Aging	https://github.com/DuyguGoksu/BrainstationCapstoneProject	DuyguGoksu	DuyguGoksu; dependabot[bot]	Jupyter Notebook				
The Caerphilly Prospective Study	CaPS	Cardiovascular Disease; Dementia; Aging	https://github.com/victoriaxxwang/BrainStation-Capstone	victoriaxxwang	victoriaxxwang; psmith-brainstation	Jupyter Notebook				
The Caerphilly Prospective Study	CaPS	Cardiovascular Disease; Dementia; Aging	https://github.com/andrew-alarcon17/BrainStation-Capstone	andrew-alarcon17	andrew-alarcon17	Jupyter Notebook				
The Caerphilly Prospective Study	CaPS	Cardiovascular Disease; Dementia; Aging	https://github.com/AaronSlabysz/BrainStation-Capstone	AaronSlabysz	AaronSlabysz	Jupyter Notebook				
The Caerphilly Prospective Study	CaPS	Cardiovascular Disease; Dementia; Aging	https://github.com/drojas-25/BrainStation-Capstone	drojas-25	drojas-25	Jupyter Notebook				
The Caerphilly Prospective Study	CaPS	Cardiovascular Disease; Dementia; Aging	https://github.com/CraigAdams/BrainStation_Capstone	CraigAdams	CraigAdams	Jupyter Notebook				
The Caerphilly Prospective Study	CaPS	Cardiovascular Disease; Dementia; Aging	https://github.com/RishaneD/BrainStation-Capstone	RishaneD	RishaneD	Jupyter Notebook				
The Caerphilly Prospective Study	CaPS	Cardiovascular Disease; Dementia; Aging	https://github.com/annakim9237/Capstone_brainStation	annakim9237	annakim9237	Jupyter Notebook				
The Caerphilly Prospective Study	CaPS	Cardiovascular Disease; Dementia; Aging	https://github.com/ppschwar/BrainStationCapstone	ppschwar	ppschwar	Jupyter Notebook				
The Caerphilly Prospective Study	CaPS	Cardiovascular Disease; Dementia; Aging	https://github.com/Tyuen23/BrainStation-Capstone	Tyuen23	Tyuen23	Jupyter Notebook				
The Caerphilly Prospective Study	CaPS	Cardiovascular Disease; Dementia; Aging	https://github.com/isabellejaber/BrainStationCapstone	isabellejaber	isabellejaber					
The Caerphilly Prospective Study	CaPS	Cardiovascular Disease; Dementia; Aging	https://github.com/TristanPernot/BrainStation_Capstone	TristanPernot	TristanPernot	JavaScript				
The Caerphilly Prospective Study	CaPS	Cardiovascular Disease; Dementia; Aging	https://github.com/stephaniewaterson/Capstone-BrainStation	stephaniewaterson	stephaniewaterson	JavaScript				
The Caerphilly Prospective Study	CaPS	Cardiovascular Disease; Dementia; Aging	https://github.com/mandeep-ahuja/Capstone-BrainStation	mandeep-ahuja	mandeep-ahuja	Jupyter Notebook				
The Caerphilly Prospective Study	CaPS	Cardiovascular Disease; Dementia; Aging	https://github.com/ppanchal303/BrainStation_Capstone	ppanchal303	ppanchal303	Jupyter Notebook				
The Caerphilly Prospective Study	CaPS	Cardiovascular Disease; Dementia; Aging	https://github.com/AlexanderBeaucage/BrainStation-Capstone	AlexanderBeaucage	AlexanderBeaucage	Jupyter Notebook				
The Caerphilly Prospective Study	CaPS	Cardiovascular Disease; Dementia; Aging	https://github.com/avielrs/BrainStation-Capstone	avielrs	avielrs	Jupyter Notebook				
Blood-based microRNA Biomarkers GSE46579	GSE46579	Alzheimer's Disease; Normal Controls	https://github.com/cepdnaclk/e15-4yp-Revealing-miRNA-Biomarkers-for-Alzheimer-s-Disease-using-NGS	cepdnaclk	hasiniThilakarathn4; Vidwa; Imalshadinu	Jupyter Notebook				
Alzheimer's Disease Neuroimaging Initiative	ADNI	Alzheimer's Disease; Early Mild Cognitive Impairment; Mild Cognitive Impairment; Normal Controls; Preclinical Alzheimer's Disease; PTSD; Traumatic Brain Injury	https://github.com/renwang435/adni_visualize	renwang435	renwang435	Python				
Alzheimer's Disease Neuroimaging Initiative	ADNI	Alzheimer's Disease; Early Mild Cognitive Impairment; Mild Cognitive Impairment; Normal Controls; Preclinical Alzheimer's Disease; PTSD; Traumatic Brain Injury	https://github.com/AC209a-AlzheimersProject/alzheimers-project	AC209a-AlzheimersProject	abhimanyuvasishth; nathaneinstein; rorymaizels; robbertstruyven	Jupyter Notebook				
Alzheimer's Disease Neuroimaging Initiative	ADNI	Alzheimer's Disease; Early Mild Cognitive Impairment; Mild Cognitive Impairment; Normal Controls; Preclinical Alzheimer's Disease; PTSD; Traumatic Brain Injury	https://github.com/barupal/ADNI	barupal	barupal	R				
Alzheimer's Disease Neuroimaging Initiative	ADNI	Alzheimer's Disease; Early Mild Cognitive Impairment; Mild Cognitive Impairment; Normal Controls; Preclinical Alzheimer's Disease; PTSD; Traumatic Brain Injury	https://github.com/V1ncenttt/FYP-Alzheimer-Harmonisation	V1ncenttt	V1ncenttt	Jupyter Notebook				
Alzheimer's Disease Neuroimaging Initiative	ADNI	Alzheimer's Disease; Early Mild Cognitive Impairment; Mild Cognitive Impairment; Normal Controls; Preclinical Alzheimer's Disease; PTSD; Traumatic Brain Injury	https://github.com/ppaulojr/adni	ppaulojr	ppaulojr	Python				
Alzheimer's Disease Neuroimaging Initiative	ADNI	Alzheimer's Disease; Early Mild Cognitive Impairment; Mild Cognitive Impairment; Normal Controls; Preclinical Alzheimer's Disease; PTSD; Traumatic Brain Injury	https://github.com/marcrodriguez2001/CNN-for-AD-and-MCI-discrimination	marcrodriguez2001	marcrodriguez2001	Jupyter Notebook				
Alzheimer's Disease Neuroimaging Initiative	ADNI	Alzheimer's Disease; Early Mild Cognitive Impairment; Mild Cognitive Impairment; Normal Controls; Preclinical Alzheimer's Disease; PTSD; Traumatic Brain Injury	https://github.com/egboegbo/Alzheimer-s-Disease-Classifier	egboegbo	egboegbo	Jupyter Notebook				
Alzheimer's Disease Neuroimaging Initiative	ADNI	Alzheimer's Disease; Early Mild Cognitive Impairment; Mild Cognitive Impairment; Normal Controls; Preclinical Alzheimer's Disease; PTSD; Traumatic Brain Injury	https://github.com/ctangtyy/AD-Biomarker-Project-Guo-LB	ctangtyy	ctangtyy	Jupyter Notebook				
Alzheimer's Disease Neuroimaging Initiative	ADNI	Alzheimer's Disease; Early Mild Cognitive Impairment; Mild Cognitive Impairment; Normal Controls; Preclinical Alzheimer's Disease; PTSD; Traumatic Brain Injury	https://github.com/atri-biostats/ADNIMERGE2	atri-biostats	KedirHussen-atri; mcdonohue	R				
Alzheimer's Disease Neuroimaging Initiative	ADNI	Alzheimer's Disease; Early Mild Cognitive Impairment; Mild Cognitive Impairment; Normal Controls; Preclinical Alzheimer's Disease; PTSD; Traumatic Brain Injury	https://github.com/ChayutWo/Alzheimer_Risk_Analysis	ChayutWo	ChayutWo					
Alzheimer's Disease Neuroimaging Initiative	ADNI	Alzheimer's Disease; Early Mild Cognitive Impairment; Mild Cognitive Impairment; Normal Controls; Preclinical Alzheimer's Disease; PTSD; Traumatic Brain Injury	https://github.com/UTCogNeuroLab/dodadni	UTCogNeuroLab	mbmcgill	Shell				
Alzheimer's Disease Neuroimaging Initiative	ADNI	Alzheimer's Disease; Early Mild Cognitive Impairment; Mild Cognitive Impairment; Normal Controls; Preclinical Alzheimer's Disease; PTSD; Traumatic Brain Injury	https://github.com/kgrajski/ADNI_Studies	kgrajski	kgrajski	HTML				
Alzheimer's Disease Neuroimaging Initiative	ADNI	Alzheimer's Disease; Early Mild Cognitive Impairment; Mild Cognitive Impairment; Normal Controls; Preclinical Alzheimer's Disease; PTSD; Traumatic Brain Injury	https://github.com/AmadouSelleNdiaye/Alzheimer-s-Disease-Classification-Using-ADNI-Tabular-Data	AmadouSelleNdiaye	AmadouSelleNdiaye	Jupyter Notebook				
Alzheimer's Disease Neuroimaging Initiative	ADNI	Alzheimer's Disease; Early Mild Cognitive Impairment; Mild Cognitive Impairment; Normal Controls; Preclinical Alzheimer's Disease; PTSD; Traumatic Brain Injury	https://github.com/ramadhanssw/hippocampus-3d-transferlearning	ramadhanssw	ramadhanssw	Jupyter Notebook				
Alzheimer's Disease Neuroimaging Initiative	ADNI	Alzheimer's Disease; Early Mild Cognitive Impairment; Mild Cognitive Impairment; Normal Controls; Preclinical Alzheimer's Disease; PTSD; Traumatic Brain Injury	https://github.com/himanshub1007/Alzhimers-Disease-Prediction-Using-Deep-learning	himanshub1007	himanshub1007	Python				
Alzheimer's Disease Neuroimaging Initiative	ADNI	Alzheimer's Disease; Early Mild Cognitive Impairment; Mild Cognitive Impairment; Normal Controls; Preclinical Alzheimer's Disease; PTSD; Traumatic Brain Injury	https://github.com/bytesc/Image_Recognition_WebGUI	bytesc	bytesc	Python				
Alzheimer's Disease Neuroimaging Initiative	ADNI	Alzheimer's Disease; Early Mild Cognitive Impairment; Mild Cognitive Impairment; Normal Controls; Preclinical Alzheimer's Disease; PTSD; Traumatic Brain Injury	https://github.com/bytesc/Image-Recognition-system	bytesc	bytesc	Python				
Alzheimer's Disease Neuroimaging Initiative	ADNI	Alzheimer's Disease; Early Mild Cognitive Impairment; Mild Cognitive Impairment; Normal Controls; Preclinical Alzheimer's Disease; PTSD; Traumatic Brain Injury	https://github.com/grantgasser/Alzheimers-Prediction	grantgasser	grantgasser	Jupyter Notebook				
Alzheimer's Disease Neuroimaging Initiative	ADNI	Alzheimer's Disease; Early Mild Cognitive Impairment; Mild Cognitive Impairment; Normal Controls; Preclinical Alzheimer's Disease; PTSD; Traumatic Brain Injury	https://github.com/bbanddd/ADDL	bbanddd	4everstella	Python				
Alzheimer's Disease Neuroimaging Initiative	ADNI	Alzheimer's Disease; Early Mild Cognitive Impairment; Mild Cognitive Impairment; Normal Controls; Preclinical Alzheimer's Disease; PTSD; Traumatic Brain Injury	https://github.com/yingszuo/cnn_mci_ad_classification	yingszuo	yingszuo	Python				
Alzheimer's Disease Neuroimaging Initiative	ADNI	Alzheimer's Disease; Early Mild Cognitive Impairment; Mild Cognitive Impairment; Normal Controls; Preclinical Alzheimer's Disease; PTSD; Traumatic Brain Injury	https://github.com/Sapphirine/Alzheimers_Diagnosis_StageDetermination	Sapphirine	skyislightblue; MichaelNg1	Jupyter Notebook				
Alzheimer's Disease Neuroimaging Initiative	ADNI	Alzheimer's Disease; Early Mild Cognitive Impairment; Mild Cognitive Impairment; Normal Controls; Preclinical Alzheimer's Disease; PTSD; Traumatic Brain Injury	https://github.com/vipul105/Alzheimers_Disease_Progression	vipul105	vipul105; kaurrachneet6	Jupyter Notebook				
Alzheimer's Disease Neuroimaging Initiative	ADNI	Alzheimer's Disease; Early Mild Cognitive Impairment; Mild Cognitive Impairment; Normal Controls; Preclinical Alzheimer's Disease; PTSD; Traumatic Brain Injury	https://github.com/bsearchinger/ADNI	bsearchinger	bcollica; rroggenkemper; bsearchinger	Jupyter Notebook				
Alzheimer's Disease Neuroimaging Initiative	ADNI	Alzheimer's Disease; Early Mild Cognitive Impairment; Mild Cognitive Impairment; Normal Controls; Preclinical Alzheimer's Disease; PTSD; Traumatic Brain Injury	https://github.com/giocoal/ADNI-brain-MRI-alzheimer-WGAN-generation-and-classification	giocoal	giocoal; elingenthal	Python				
Alzheimer's Disease Neuroimaging Initiative	ADNI	Alzheimer's Disease; Early Mild Cognitive Impairment; Mild Cognitive Impairment; Normal Controls; Preclinical Alzheimer's Disease; PTSD; Traumatic Brain Injury	https://github.com/quqixun/ADDetection	quqixun	quqixun	Python				
Alzheimer's Disease Neuroimaging Initiative	ADNI	Alzheimer's Disease; Early Mild Cognitive Impairment; Mild Cognitive Impairment; Normal Controls; Preclinical Alzheimer's Disease; PTSD; Traumatic Brain Injury	https://github.com/Abhi156128/Alzheimer-Disease-Prediction-using-ML	Abhi156128	Abhi156128	Jupyter Notebook				
Alzheimer's Disease Neuroimaging Initiative	ADNI	Alzheimer's Disease; Early Mild Cognitive Impairment; Mild Cognitive Impairment; Normal Controls; Preclinical Alzheimer's Disease; PTSD; Traumatic Brain Injury	https://github.com/e-pet/adni-bias	e-pet	e-pet	Python				
Alzheimer's Disease Neuroimaging Initiative	ADNI	Alzheimer's Disease; Early Mild Cognitive Impairment; Mild Cognitive Impairment; Normal Controls; Preclinical Alzheimer's Disease; PTSD; Traumatic Brain Injury	https://github.com/MahsaShk/AD_Classification_VAE	MahsaShk	MahsaShk	Python				
Alzheimer's Disease Neuroimaging Initiative	ADNI	Alzheimer's Disease; Early Mild Cognitive Impairment; Mild Cognitive Impairment; Normal Controls; Preclinical Alzheimer's Disease; PTSD; Traumatic Brain Injury	https://github.com/kaderghal/ADNI_Data_processing	kaderghal	kaderghal	Python				
Alzheimer's Disease Neuroimaging Initiative	ADNI	Alzheimer's Disease; Early Mild Cognitive Impairment; Mild Cognitive Impairment; Normal Controls; Preclinical Alzheimer's Disease; PTSD; Traumatic Brain Injury	https://github.com/rkushol/ADDFormer	rkushol	rkushol	Python				
Alzheimer's Disease Neuroimaging Initiative	ADNI	Alzheimer's Disease; Early Mild Cognitive Impairment; Mild Cognitive Impairment; Normal Controls; Preclinical Alzheimer's Disease; PTSD; Traumatic Brain Injury	https://github.com/damianpolakpjwstk/alzheimer_disease_classification_tools	damianpolakpjwstk	dpolak-dtiq; damianpolakpjwstk	Jupyter Notebook				
Alzheimer's Disease Neuroimaging Initiative	ADNI	Alzheimer's Disease; Early Mild Cognitive Impairment; Mild Cognitive Impairment; Normal Controls; Preclinical Alzheimer's Disease; PTSD; Traumatic Brain Injury	https://github.com/sambd86/cnn-adni	sambd86						
Alzheimer's Disease Neuroimaging Initiative	ADNI	Alzheimer's Disease; Early Mild Cognitive Impairment; Mild Cognitive Impairment; Normal Controls; Preclinical Alzheimer's Disease; PTSD; Traumatic Brain Injury	https://github.com/nikkithags/Detection-and-Analysis-of-Alzheimer-s-disease	nikkithags	nikkithags	Python				
Alzheimer's Disease Neuroimaging Initiative	ADNI	Alzheimer's Disease; Early Mild Cognitive Impairment; Mild Cognitive Impairment; Normal Controls; Preclinical Alzheimer's Disease; PTSD; Traumatic Brain Injury	https://github.com/BorgwardtLab/ADNI_3DCNNvsTDA	BorgwardtLab	sbrueningk	Python				
